Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,657595,-,-,-,29.41,-98.46,-6,212,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2015,1,1,0,0,0,0,0,0,0,0,6,0,169.5,0,0.14200000000000002,3.3000000000000003,2.802,39.0,92.26,2,1000.0
2015,1,1,0,30,0,0,0,0,0,0,6,0,173.41,0,0.14200000000000002,3.1,2.825,39.0,92.24,2,1000.0
2015,1,1,1,0,0,0,0,0,0,0,6,0,171.81,0,0.14200000000000002,3.0,2.849,37.800000000000004,92.17,2,1000.0
2015,1,1,1,30,0,0,0,0,0,0,6,0,166.55,0,0.14200000000000002,2.9000000000000004,2.878,37.800000000000004,92.15,2,1000.0
2015,1,1,2,0,0,0,0,0,0,0,6,0,160.39000000000001,0,0.14200000000000002,2.9000000000000004,2.907,37.1,92.18,2,1000.0
2015,1,1,2,30,0,0,0,0,0,0,6,0,153.97,0,0.14200000000000002,2.8000000000000003,2.9410000000000003,37.1,92.15,2,1000.0
2015,1,1,3,0,0,0,0,0,0,0,6,0,147.47,0,0.14200000000000002,2.7,2.976,36.2,92.16,2,1000.0
2015,1,1,3,30,0,0,0,0,0,0,6,0,140.94,0,0.14200000000000002,2.7,3.011,36.2,92.13,2,990.0
2015,1,1,4,0,0,0,0,0,0,0,6,0,134.42000000000002,0,0.14200000000000002,2.7,3.0460000000000003,34.5,91.99,2,990.0
2015,1,1,4,30,0,0,0,0,0,0,6,0,127.92,0,0.14200000000000002,2.7,3.078,34.5,91.98,2,990.0
2015,1,1,5,0,0,0,0,0,0,0,6,0,121.47,0,0.14200000000000002,2.7,3.11,35.9,91.81,2,990.0
