Time,total_investment_cost,variable_operating_cost,fixed_operating_cost,startup_cost,thermal_generator_cost,extending_thermal_generator_cost,renewable_generator_cost,extending_renewable_generator_cost,storage_investment_cost,penalty_cost,renewable_capacity,thermal_capacity,transmission_line_cost,coal_capacity,natural_gas_capacity,nuclear_capacity,solar_capacity,wind_capacity,total_capacity,power_flow,solar_energy_generated,wind_energy_generated,nuclear_energy_generated,coal_energy_generated,natural_gas_energy_generated,total_energy_generated,Northeast coal,Northeast natural gas,Northeast nuc,Northeast solar,Northeast wind,West coal,West natural gas,West nuc,West solar,West wind,Coastal coal,Coastal natural gas,Coastal nuc,Coastal solar,Coastal wind,South coal,South natural gas,South nuc,South solar,South wind,Panhandle coal,Panhandle natural gas,Panhandle nuc,Panhandle solar,Panhandle wind
1,4472.77596,7426.04374,2291.391721,252.7187567,1928.257128,82.36398165,958.6674884,49.66355025,0,42.51430914,3715.07994,77087.1093,1453.823811,17397.0002,54526.1091,5164,663.1,22114.7996,80802.18924,"{'Northeast': {'Northeast': 0, 'West': 8.114816128550062, 'Coastal': 15.096511894421843, 'South': 0.0, 'Panhandle': 6.3664629124104976e-18}, 'West': {'Northeast': 6.571902999377176, 'West': 0, 'Coastal': 0, 'South': 22.045000046865017, 'Panhandle': 0}, 'Coastal': {'Northeast': 1.0861132890250398, 'West': 0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 1.1615966223501897, 'Coastal': 0.0, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 36.97052137339448, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",1.121237698,100.4862973,44.37641026,120.9998546,110.8548579,377.8386577,8747.9997,20668.0325,2460,0,1126.93945,650,3695.9001,0,399.4,10273.6972,2504,13717.025,2704,0,2047.4006,5495.0005,16086.1515,0,263.7,1768.8,0,359,0,0,6897.96235
2,4205.307047,11088.44013,2359.466356,296.8130667,3455.422201,0,742.1292442,7.755602112,0,18.5610037,3950.57994,88231.8843,0,17397.0002,65670.8841,5164,663.1,23684.7996,92182.46424,"{'Northeast': {'Northeast': 0, 'West': 5.464212195641808, 'Coastal': 5.1970888991304, 'South': 0.0, 'Panhandle': 1.5802470443304627e-17}, 'West': {'Northeast': 7.3789331094245805, 'West': 0, 'Coastal': 0, 'South': 18.381928835111445, 'Panhandle': 4.711287147074471e-13}, 'Coastal': {'Northeast': 9.82956684672554, 'West': 0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 3.4568667497208367, 'Coastal': 0.0, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 43.345014525331194, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",1.121237698,108.4904737,45.02478598,3.446322817,224.7894333,382.8722534,8747.9997,20668.0325,2460,0,1514.9018,650,3695.9001,0,399.4,10273.6972,2504,18061.8,2704,0,2047.4006,5495.0005,22886.1515,0,263.7,1768.8,0,359,0,0,8080
3,1295.240742,11433.39052,2316.137454,316.3364898,587.1080485,0,538.7239724,14.54991485,0,13.25177152,4186.07994,91031.8843,154.8588062,17397.0002,68470.8841,5164,663.1,25254.7996,95217.96424,"{'Northeast': {'Northeast': 0, 'West': 2.555051471339936, 'Coastal': 2.872686297057505, 'South': 0.0, 'Panhandle': 0.6614784170899204}, 'West': {'Northeast': 5.414102367825421, 'West': 0, 'Coastal': 0, 'South': 27.374182233944623, 'Panhandle': 1.1278446768082966}, 'Coastal': {'Northeast': 14.603332112802057, 'West': 0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 2.2899813359753094, 'Coastal': 0.0, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 42.10011220845066, 'West': 8.62845222816299, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",1.121237698,116.3755652,45.01058911,1.758181379,223.8264783,388.0920516,8747.9997,21068.0325,2460,0,2019.035706,650,4495.9001,0,399.4,10273.6972,2504,19661.8,2704,0,2047.4006,5495.0005,22886.1515,0,263.7,1768.8,0,359,0,0,9145.866094
4,1226.001156,11202.31842,2289.828374,441.4049936,380.1161672,0,695.3775958,13.66275646,0,7.370242914,4657.06494,91506.4343,136.8446367,17397.0002,68945.4341,5164,663.1,28394.6996,96163.49924,"{'Northeast': {'Northeast': 0, 'West': 1.8588044837447966, 'Coastal': 8.79809333454226, 'South': 0.0, 'Panhandle': 0.5000371207408587}, 'West': {'Northeast': 6.813811578678383, 'West': 0, 'Coastal': 0, 'South': 22.734427087102322, 'Panhandle': 1.679910539848181}, 'Coastal': {'Northeast': 9.82924055814905, 'West': 0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 3.2973106105354772, 'Coastal': 0.0, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 61.1778587801699, 'West': 6.8378737214861, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",1.121237698,133.1787659,44.99817931,1.065858328,212.9541853,393.3182265,8747.9997,21868.0325,2460,0,2019.035706,650,3880.9001,0,399.4,10273.6972,2504,18351.35,2704,0,2047.4006,5495.0005,24486.1515,0,263.7,1768.8,0,359,0,0,12285.76609
5,484.7874205,11080.35158,2264.167606,501.0324721,52.74953714,0,343.7987438,12.84264549,0,26.35227814,5168.859992,92101.4343,75.39649406,17397.0002,69540.4341,5164,731.1167538,31534.5996,97270.29429,"{'Northeast': {'Northeast': 0, 'West': 1.6211968430638475, 'Coastal': 11.455037031229507, 'South': 0.0, 'Panhandle': 0.7582774381373534}, 'West': {'Northeast': 4.781663589665538, 'West': 0, 'Coastal': 0, 'South': 32.4998032019973, 'Panhandle': 1.9893428713118932}, 'Coastal': {'Northeast': 8.435249613934882, 'West': 0, 'Coastal': 0, 'South': 7.568178261863067e-14, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 2.6483186325339894, 'Coastal': 0.0, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 65.24117751138571, 'West': 17.162709402524648, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",1.242630671,149.4288454,44.82759843,0.737332163,202.6063833,398.8427899,8747.9997,22668.0325,2460,0,2558.625241,650,3880.9001,0,399.4,10273.6972,2504,18146.35,2704,0,2047.4006,5495.0005,24486.1515,0,263.7,1768.8,0,359,0,68.01675382,14886.07656
1,Coastal,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coastal,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,South,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,South,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,West,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Northeast,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Northeast,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Northeast,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Northeast,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,South,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,West,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Northeast,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Northeast,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,South,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,South,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,West,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 at last year ,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Northeast,West,Coastal,South,Panhandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
load ,29667.36349,7489.984366,22707.31367,19789.6239,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power generation,27501.18001,5755.704477,20371.60178,23162.52744,2863.271712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power charged,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power discharged,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transmission power ,2166.183477,1734.279889,2335.711885,-3372.903539,-2863.271712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curtailment ,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transmission at peak load ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal,Northeast,-1167.855943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal,Northeast,-1167.855943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South,West,674.5807078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South,West,674.5807078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South,West,674.5807078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South,West,674.5807078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South,West,674.5807078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West,Northeast,941.7766313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West,Panhandle,348.4235095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West,Panhandle,348.4235095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,Panhandle,-593.3531218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,Panhandle,-593.3531218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,Panhandle,-593.3531218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,Panhandle,-593.3531218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,Panhandle,-593.3531218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,Panhandle,-593.3531218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total_investment_cost,11684.11233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cplex fullspace time,5014.690066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lb,76973.47138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ub,77352.00362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testing over all the repn days results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aggregated results for whole year ,,,11.00185697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_number,total_operating_cost,load_shedding_cost,variable_operating_cost,fixed_operating_cost,startup_cost,penalty_cost,Coastal_South,Coastal_Northeast,South_Northeast,South_West,West_Northeast,West_Panhandle,Northeast_Panhandle,solar_energy_generated,wind_energy_generated,nuclear_energy_generated,coal_energy_generated,natural_gas_energy_generated,total_energy_generated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
average,301422041.6,7052.196203,301420738.8,301381036.8,301371072.3,301369863,0,43.43876637,0,11.01427535,31.93331351,4.711966914,1.821355174,5.846258082,603.1513513,217.0969558,121.178052,952.2104505,1899.483068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37007.30746,0,33778.02876,11520.99151,3041.260759,0,0,103.6140281,0,19.14677037,32.50272413,6.277044438,1.936394494,6.339969339,582.968721,215.5650797,103.311583,617.6863093,1525.871662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,58901.65038,0,58897.7918,11520.99151,3.858576623,0,0,146.5558425,0,29.51902073,3.936174709,2.248543777,6.510400457,6.225337194,277.2308821,226.1832,143.3260666,1120.5466,1773.512086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
