time,year,ercot
"Jan 1, 12:00 am",2012,3980.600398763191
"Jan 1, 01:00 am",2012,3970.9825156134275
"Jan 1, 02:00 am",2012,3972.137194088889
"Jan 1, 03:00 am",2012,3968.4694709456876
"Jan 1, 04:00 am",2012,3978.6354885937308
"Jan 1, 05:00 am",2012,4032.543889496621
"Jan 1, 06:00 am",2012,4125.590454898631
"Jan 1, 07:00 am",2012,4235.102357005297
"Jan 1, 08:00 am",2012,4357.155022471795
"Jan 1, 09:00 am",2012,4447.095794404453
"Jan 1, 10:00 am",2012,4449.773083355654
"Jan 1, 11:00 am",2012,4381.161125206497
"Jan 1, 12:00 pm",2012,4320.051507117856
"Jan 1, 01:00 pm",2012,4236.337866297509
"Jan 1, 02:00 pm",2012,4164.180631577651
"Jan 1, 03:00 pm",2012,4080.9714003047497
"Jan 1, 04:00 pm",2012,4044.567881494883
"Jan 1, 05:00 pm",2012,4054.032070049959
"Jan 1, 06:00 pm",2012,4196.215918254961
"Jan 1, 07:00 pm",2012,4523.053566573578
"Jan 1, 08:00 pm",2012,4632.083341219206
"Jan 1, 09:00 pm",2012,4647.084337675591
"Jan 1, 10:00 pm",2012,4666.680791187366
"Jan 1, 11:00 pm",2012,4603.62599392937
"Jan 2, 12:00 am",2012,4519.227291745608
"Jan 2, 01:00 am",2012,4425.797716197856
"Jan 2, 02:00 am",2012,4433.689934284927
"Jan 2, 03:00 am",2012,4470.925766353135
"Jan 2, 04:00 am",2012,4531.306586987414
"Jan 2, 05:00 am",2012,4631.350999351634
"Jan 2, 06:00 am",2012,4822.3316828793995
"Jan 2, 07:00 am",2012,5060.987212064843
"Jan 2, 08:00 am",2012,5221.230085096429
"Jan 2, 09:00 am",2012,5194.5387969257745
"Jan 2, 10:00 am",2012,5079.19591918808
"Jan 2, 11:00 am",2012,4924.314568063827
"Jan 2, 12:00 pm",2012,4763.712940629924
"Jan 2, 01:00 pm",2012,4622.7975096164355
"Jan 2, 02:00 pm",2012,4505.487347008127
"Jan 2, 03:00 pm",2012,4383.255225431322
"Jan 2, 04:00 pm",2012,4309.91972861284
"Jan 2, 05:00 pm",2012,4311.0000078312
"Jan 2, 06:00 pm",2012,4477.872593445963
"Jan 2, 07:00 pm",2012,4824.154645705294
"Jan 2, 08:00 pm",2012,4917.334153524691
"Jan 2, 09:00 pm",2012,4946.11500418005
"Jan 2, 10:00 pm",2012,4917.973802209872
"Jan 2, 11:00 pm",2012,4777.145054286807
"Jan 3, 12:00 am",2012,4641.596886053177
"Jan 3, 01:00 am",2012,4579.466488099653
"Jan 3, 02:00 am",2012,4529.889081638708
"Jan 3, 03:00 am",2012,4507.987847906532
"Jan 3, 04:00 am",2012,4607.303095192599
"Jan 3, 05:00 am",2012,4694.941359488286
