Time,total_investment_cost,variable_operating_cost,fixed_operating_cost,startup_cost,thermal_generator_cost,extending_thermal_generator_cost,renewable_generator_cost,extending_renewable_generator_cost,storage_investment_cost,penalty_cost,renewable_capacity,thermal_capacity,transmission_line_cost,coal_capacity,natural_gas_capacity,nuclear_capacity,solar_capacity,wind_capacity,total_capacity,power_flow,solar_energy_generated,wind_energy_generated,nuclear_energy_generated,coal_energy_generated,natural_gas_energy_generated,total_energy_generated,Northeast coal,Northeast natural gas,Northeast nuc,Northeast solar,Northeast wind,West coal,West natural gas,West nuc,West solar,West wind,Coastal coal,Coastal natural gas,Coastal nuc,Coastal solar,Coastal wind,South coal,South natural gas,South nuc,South solar,South wind,Panhandle coal,Panhandle natural gas,Panhandle nuc,Panhandle solar,Panhandle wind
1,4066.636406,7083.866236,2265.391721,246.0034006,1186.619771,82.36398165,958.6674884,49.66355025,0,21.03811989,3715.07994,75087.1093,1789.321614,17397.0002,52526.1091,5164,663.1,22114.7996,78802.18924,"{'Northeast': {'Northeast': 0, 'West': 2.2889904638944887, 'Coastal': 26.18667657468971, 'South': 0.0, 'Panhandle': 0.3298343893274843}, 'West': {'Northeast': 4.207497104015109, 'West': 0, 'Coastal': 0, 'South': 36.518312243786006, 'Panhandle': 0.20983101332121473}, 'Coastal': {'Northeast': 0.010095200518122098, 'West': 0, 'Coastal': 0, 'South': 0.6084457961081865, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.9085505494418075, 'Coastal': 6.712802699728575, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 36.028729384379936, 'West': 10.190956038218095, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",1.308861011,113.6132398,44.13451381,118.2576987,99.58399125,376.8983046,8747.9997,20668.0325,2460,0,901.1002,650,3695.9001,0,399.4,10273.6972,2504,11317.025,2704,0,2047.4006,5495.0005,16486.1515,0,263.7,1768.8,0,359,0,0,7123.8016
2,4113.953206,10600.37914,2316.355152,259.943237,2764.337761,0,1100.414701,7.755602112,0,3.188657374,4397.03994,83831.8843,241.4451419,17397.0002,61270.8841,5164,1407.2,23684.7996,88228.92424,"{'Northeast': {'Northeast': 0, 'West': 2.621119262252276, 'Coastal': 17.770523332918366, 'South': 0.0, 'Panhandle': 0.8341094845507342}, 'West': {'Northeast': 6.3771583657098105, 'West': 0, 'Coastal': 0, 'South': 40.7855260155358, 'Panhandle': 0.5274754326026492}, 'Coastal': {'Northeast': 0.18269744806093613, 'West': 0, 'Coastal': 0, 'South': 2.087285099489954, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.8586226528852108, 'Coastal': 4.655511304713548, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 43.0793936598551, 'West': 14.138039313339823, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",2.83574708,123.676893,44.98500224,6.233567673,204.3015205,382.0327305,8747.9997,23068.0325,2460,0,901.1002,650,4095.9001,0,1143.5,10273.6972,2504,14461.8,2704,0,2047.4006,5495.0005,19286.1515,0,263.7,1768.8,0,359,0,0,8693.8016
3,1670.142492,10596.61835,2294.579709,336.7165778,754.8532052,0,795.1538224,14.54991485,0,2.875201788,5078.99994,87431.8843,105.5855497,17397.0002,64870.8841,5164,2151.3,25254.7996,92510.88424,"{'Northeast': {'Northeast': 0, 'West': 1.5467765839491536, 'Coastal': 17.620856783661768, 'South': 0.0, 'Panhandle': 0.43336271977936436}, 'West': {'Northeast': 7.830957946131472, 'West': 0, 'Coastal': 0, 'South': 33.72349916953963, 'Panhandle': 1.168786674856277}, 'Coastal': {'Northeast': 0.548509209285534, 'West': 0, 'Coastal': 0, 'South': 0.7702954631342951, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 1.6448845420451128, 'Coastal': 7.570996955631108, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 56.49717861687042, 'West': 11.02595030932811, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",4.362633149,133.7405462,44.96683527,1.792280904,202.4446559,387.3069515,8747.9997,23068.0325,2460,0,901.1002,650,4095.9001,0,1887.6,10273.6972,2504,14861.8,2704,0,2047.4006,5495.0005,22486.1515,0,263.7,1768.8,0,359,0,0,10263.8016
4,1266.619442,10096.95559,2270.125883,466.0497845,162.9069288,0,1021.627439,13.66275646,0,1.476473345,6442.90494,86306.4343,68.42231836,17397.0002,63745.4341,5164,3639.5,28394.6996,92749.33924,"{'Northeast': {'Northeast': 0, 'West': 1.047670317239643, 'Coastal': 19.675958530562255, 'South': 0.0, 'Panhandle': 0.2603100410091107}, 'West': {'Northeast': 6.2741096597488255, 'West': 0, 'Coastal': 0, 'South': 39.29291721354054, 'Panhandle': 1.1639314565818994}, 'Coastal': {'Northeast': 0.7062697267534656, 'West': 0, 'Coastal': 0, 'South': 0.8104330790507434, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 1.4981795064571881, 'Coastal': 6.073032396693479, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 72.63570280807905, 'West': 14.836183693920232, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",7.416405287,153.8672117,44.78105627,1.927550085,184.5770852,392.5693085,8747.9997,23068.0325,2460,0,901.1002,650,3480.9001,0,3375.8,10273.6972,2504,13951.35,2704,0,2047.4006,5495.0005,22886.1515,0,263.7,1768.8,0,359,0,0,13403.7016
5,771.5819793,9374.019363,2282.136796,540.249709,188.799409,0,492.3258868,12.84264549,0,7.126329683,7806.80994,88441.4343,77.61403801,17397.0002,65880.4341,5164,5127.7,31534.5996,96248.24424,"{'Northeast': {'Northeast': 0, 'West': 0.5539599630352504, 'Coastal': 25.312040667888272, 'South': 0.0, 'Panhandle': 0.17242039269339818}, 'West': {'Northeast': 6.7907473267574305, 'West': 0, 'Coastal': 0, 'South': 45.40082106523254, 'Panhandle': 1.3429678863480463}, 'Coastal': {'Northeast': 1.7392744702592395, 'West': 0, 'Coastal': 0, 'South': 1.625988465792787, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.9247902039815573, 'Coastal': 4.60135684674522, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 87.51627351328403, 'West': 20.06568570400601, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",10.47017743,173.9938772,44.20550534,1.086701616,168.1531093,397.9093708,8747.9997,23468.0325,2460,0,901.1002,650,3820.9001,0,4864,10273.6972,2504,15346.35,2704,0,2047.4006,5495.0005,22886.1515,0,263.7,1768.8,0,359,0,0,16543.6016
1,Coastal,South,,,5057.517075,82.36398165,4368.189337,98.47446916,0,35.70478208,27440.8347,421098.7465,2282.388662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coastal,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coastal,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,South,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,South,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
