Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,731310,-,-,-,29.93,-95.5,-6,35,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2012,1,1,0,0,0,0,0,0,0,0,0,15,171.1,0,0.162,1.4000000000000001,2.299,211.4,100.0,15,1010.0
2012,1,1,0,30,0,0,0,0,0,0,0,15,173.03,0,0.162,1.2000000000000002,2.3890000000000002,211.4,100.0,15,1010.0
2012,1,1,1,0,0,0,0,0,0,0,0,15,169.61,0,0.162,1.1,2.479,245.9,100.0,15,1010.0
2012,1,1,1,30,0,0,0,0,0,0,0,15,163.97,0,0.162,1.7000000000000002,2.468,245.9,100.0,15,1010.0
2012,1,1,2,0,0,0,0,0,0,0,1,15,157.75,0,0.162,2.3000000000000003,2.457,289.2,100.0,15,1010.0
2012,1,1,2,30,0,0,0,0,0,0,3,14,151.34,0,0.162,2.8000000000000003,2.217,289.2,100.0,14,1010.0
2012,1,1,3,0,0,0,0,0,0,0,1,13,144.86,0,0.162,3.3000000000000003,1.977,316.1,98.73,14,1010.0
2012,1,1,3,30,0,0,0,0,0,0,0,11,138.36,0,0.162,3.3000000000000003,1.756,316.1,100.0,12,1010.0
2012,1,1,4,0,0,0,0,0,0,0,0,9,131.88,0,0.162,3.3000000000000003,1.5350000000000001,338.90000000000003,91.99,11,1010.0
2012,1,1,4,30,0,0,0,0,0,0,0,9,125.42,0,0.162,3.2,1.412,338.90000000000003,98.36,10,1020.0
2012,1,1,5,0,0,0,0,0,0,0,0,7,119.02,0,0.162,3.2,1.29,348.8,83.41,10,1020.0
2012,1,1,5,30,0,0,0,0,0,0,0,7,112.69,0,0.162,3.2,1.203,348.8,89.25,9,1020.0
2012,1,1,6,0,0,0,0,0,0,0,0,6,106.44,0,0.162,3.2,1.117,350.5,81.72,9,1020.0
2012,1,1,6,30,0,0,0,0,0,0,0,6,100.3,0,0.162,3.2,1.057,350.5,87.5,8,1020.0
2012,1,1,7,0,0,0,0,0,0,0,0,5,94.29,0,0.162,3.3000000000000003,0.997,351.90000000000003,81.39,8,1020.0
2012,1,1,7,30,12,169,17,12,169,17,0,5,88.45,0,0.162,3.4000000000000004,0.9530000000000001,351.90000000000003,81.44,8,1020.0
2012,1,1,8,0,35,488,96,35,488,96,0,4,82.81,0,0.162,3.5,0.909,355.1,73.68,9,1020.0
2012,1,1,8,30,50,655,192,50,655,192,0,4,77.43,0,0.162,3.8000000000000003,0.873,355.1,68.93,10,1020.0
2012,1,1,9,0,59,764,290,59,764,290,0,3,72.35000000000001,0,0.162,4.2,0.838,4.2,61.050000000000004,11,1020.0
2012,1,1,9,30,66,831,382,66,831,382,0,3,67.65,0,0.162,4.3,0.806,4.2,57.160000000000004,12,1020.0
2012,1,1,10,0,69,884,465,69,884,465,0,3,63.42,0,0.162,4.4,0.774,8.5,51.24,13,1020.0
